TRANSTYPE,DOCNUM,CUSTOMER,CUSTNAME,INVNUMBER,INVDATE,TRANSDATE,SALESPER1,ITEM,DESC,PRICELIST,QTYSHIPPED,INVUNIT,UNITPRICE,EXTINVMISC,TAMOUNT1,INVDISC,TBASE1,DPID,SUBCATID,MSOTR,FMTR,RSMTR,PRODUCTID,SUBDISTNAME,MARKETNAME,CUSTYPE,CUSTYPEDESC,CondID,BRAND,PICKINGSEQ,Cause_Of_Return_ID,SHINUMBER,SHIPDATE,TERMS,DAYENDNUM,AUDTORG,MSOGRP,BILEMAILC,INVDISCPER,TRNSFRED,TRNUMBER,FMID,RSMID,IDEN,DATETIME,CIRCULARNO,BATCHID
1,SKINV420-361233       ,42011100507,Matree Chaya Pharmecy,SKINV420-361233       ,20190626.0,20190626.0,6163    ,1784                    ,LOSECTIL 20MG CAP 120S                                      ,01    ,3.0,120s      ,449.77,1349.31,78.26,13.49,1349.31,420013,42647,FG61,FG60,FG,SKF,N/A,Pachuria Bus Stand,130,Doctor-Cum Chemist,N/A,0,N/A       ,N/A,SKSH420-374964        ,20190626.0,CASH  ,0,FRDSKF,A         ,Regular Discount    ,0.99977,0,3,N/A     ,N/A     ,57544880,2019-06-27 02:17:47.880,,09074
1,SKINV280-238772       ,28013144109,Sawon Pharmacy,SKINV280-238772       ,20190626.0,20190626.0,11768   ,1784                    ,LOSECTIL 20MG CAP 120S                                      ,01    ,1.0,120s      ,449.77,449.77,78.26,0.0,449.77,28031,42647,DS81,DS80,DS,SKF,N/A,Sreenagar,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH280-445814        ,20190626.0,CASH  ,0,KRNSKF,A         ,-                   ,0.0,0,3,N/A     ,N/A     ,57544881,2019-06-27 02:17:47.880,,09076
1,SKINV340-314149       ,90000004550,Hanif Pharmacy,SKINV340-314149       ,20190626.0,20190626.0,8420    ,1518                    ,TAPENTA 100MG TAB 10S                                       ,01    ,2.0,10s       ,187.41,374.82,32.61,0.0,374.82,34021,42647,DT54,DT50,DT,SKF,N/A,Saidpur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-496236        ,20190626.0,CASH  ,0,DNJSKF,Z         ,Declared Item       ,0.0,0,3,N/A     ,N/A     ,57544882,2019-06-27 02:17:47.880,,09019
1,SKINV340-314149       ,90000004550,Hanif Pharmacy,SKINV340-314149       ,20190626.0,20190626.0,8420    ,1272                    ,XINC B TAB 30S                                              ,01    ,2.0,30s       ,67.47,134.94,11.74,0.0,134.94,34021,42647,DT54,DT50,DT,SKF,N/A,Saidpur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH340-496236        ,20190626.0,CASH  ,0,DNJSKF,Z         ,-                   ,0.0,0,3,N/A     ,N/A     ,57544883,2019-06-27 02:17:47.880,,09016
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,8396    ,1753                    ,DANAMET 100MG CAP 20S                                       ,01    ,1.0,20s       ,299.85,299.85,52.17,4.26,299.85,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,B         ,Regular Discount    ,1.42071,0,3,N/A     ,N/A     ,56185325,2019-06-19 02:18:03.537,,09003
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,8396    ,1612                    ,ESORAL 20MG CAP 60S                                         ,01    ,3.0,60s       ,314.84,944.52,54.782,13.43,944.52,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,B         ,Regular Discount    ,1.42189,0,3,N/A     ,N/A     ,56185326,2019-06-19 02:18:03.537,,09021
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,8396    ,1663                    ,ESORAL 20MG TAB 112S                                        ,01    ,3.0,112s      ,419.79,1259.37,73.04,17.91,1259.37,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,B         ,Regular Discount    ,1.42214,0,3,N/A     ,N/A     ,56185327,2019-06-19 02:18:03.537,,09014
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,8396    ,1689                    ,ESORAL MUPS 20MG TAB 50S                                    ,01    ,2.0,20mg      ,374.82,749.64,65.22,10.66,749.64,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,B         ,Regular Discount    ,1.42202,0,3,N/A     ,N/A     ,56185328,2019-06-19 02:18:03.537,,09015
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,8396    ,1632                    ,ETORIX 120MG TAB 30S                                        ,01    ,1.0,30s       ,314.84,314.84,54.782,4.48,314.84,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,B         ,Regular Discount    ,1.42294,0,3,N/A     ,N/A     ,56185329,2019-06-19 02:18:03.537,,0O902
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,8396    ,1634                    ,ETORIX 90MG TAB 40S                                         ,01    ,1.0,40s       ,359.82,359.82,62.609,5.12,359.82,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,B         ,Regular Discount    ,1.42293,0,3,N/A     ,N/A     ,56185330,2019-06-19 02:18:03.537,,09005
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,8396    ,1009                    ,FLUCLOXIN SUS 100ML                                         ,01    ,4.0,100ml     ,45.73,182.92,7.957,2.6,182.92,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,B         ,Regular Discount    ,1.42139,0,3,N/A     ,N/A     ,56185331,2019-06-19 02:18:03.537,,09017
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,1515    ,1609                    ,PG 25MG CAP 24S                                             ,01    ,2.0,24s       ,143.93,287.86,25.044,4.09,287.86,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,A         ,Regular Discount    ,1.42083,0,3,N/A     ,N/A     ,56185332,2019-06-19 02:18:03.537,,0O901
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,8396    ,1745                    ,RIDON FAST 10MG TAB                                         ,01    ,1.0,100s      ,224.89,224.89,39.13,3.2,224.89,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,B         ,Regular Discount    ,1.42292,0,3,N/A     ,N/A     ,56185333,2019-06-19 02:18:03.537,,09007
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,8396    ,1210                    ,VITRUM SILVER TAB 15S                                       ,01    ,3.0,15s       ,78.71,236.13,13.696,3.36,236.13,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,B         ,Regular Discount    ,1.42294,0,3,N/A     ,N/A     ,56185334,2019-06-19 02:18:03.537,,0O901
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,1515    ,1240                    ,XINC B SYP 100ML                                            ,01    ,5.0,100ml     ,41.23,206.15,7.17,2.93,206.15,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,A         ,Regular Discount    ,1.4213,0,3,N/A     ,N/A     ,56185335,2019-06-19 02:18:03.537,,09013
1,SKINV190-150475       ,19019002716,Sazzad Medical hall,SKINV190-150475       ,20190618.0,20190618.0,8396    ,1631                    ,ZEEFOL CI CAP 90S                                           ,01    ,1.0,90s       ,269.87,269.87,46.957,3.84,269.87,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153491        ,20190618.0,CASH  ,0,KSGSKF,B         ,Regular Discount    ,1.42291,0,3,N/A     ,N/A     ,56185336,2019-06-19 02:18:03.537,,09009
1,SKINV190-150496       ,90000017051,Maa Pharmacy,SKINV190-150496       ,20190618.0,20190618.0,1515    ,1240                    ,XINC B SYP 100ML                                            ,01    ,6.0,100ml     ,41.23,247.38,7.17,0.0,247.38,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153513        ,20190618.0,CASH  ,0,KSGSKF,A         ,-                   ,0.0,0,3,N/A     ,N/A     ,56185338,2019-06-19 02:18:03.537,,09013
1,SKINV190-150496       ,90000017051,Maa Pharmacy,SKINV190-150496       ,20190618.0,20190618.0,8396    ,1087                    ,XINC SYP 100 ML                                             ,01    ,6.0,100ml     ,26.24,157.44,4.566,0.0,157.44,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153513        ,20190618.0,CASH  ,0,KSGSKF,B         ,-                   ,0.0,0,3,N/A     ,N/A     ,56185339,2019-06-19 02:18:03.537,,09039
1,SKINV190-150457       ,90000015264,Sad Medical Hall,SKINV190-150457       ,20190618.0,20190618.0,1515    ,1518                    ,TAPENTA 100MG TAB 10S                                       ,01    ,1.0,10s       ,187.41,187.41,32.61,0.0,187.41,190010,42647,KN43,KN40,KN,SKF,N/A,Durgapur,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH190-153470        ,20190618.0,CASH  ,0,KSGSKF,A         ,Declared Item       ,0.0,0,3,N/A     ,N/A     ,56185340,2019-06-19 02:18:03.537,,09003
1,SKINV350-202090       ,35035112365,Saad Medicine Corner,SKINV350-202090       ,20190618.0,20190618.0,16686   ,1376                    ,LOSECTIL 20MG CAP 100S                                      ,01    ,1.0,100s      ,374.81,374.81,65.22,3.75,374.81,350017,42647,PS12,PS10,PS,SKF,N/A,Sujanagar,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH350-208698        ,20190618.0,CASH  ,0,PBNSKF,A         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,56229279,2019-06-19 02:18:03.537,,09059
1,SKINV350-202090       ,35035112365,Saad Medicine Corner,SKINV350-202090       ,20190618.0,20190618.0,16686   ,1493                    ,ROXIM 200MG CAP 16S                                         ,01    ,1.0,16s       ,419.79,419.79,73.043,4.2,419.79,350017,42647,PS12,PS10,PS,SKF,N/A,Sujanagar,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH350-208698        ,20190618.0,CASH  ,0,PBNSKF,A         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56229280,2019-06-19 02:18:03.537,,09003
1,SKINV350-202090       ,35035112365,Saad Medicine Corner,SKINV350-202090       ,20190618.0,20190618.0,16686   ,1272                    ,XINC B TAB 30S                                              ,01    ,6.0,30s       ,67.47,404.82,11.74,4.05,404.82,350017,42647,PS12,PS10,PS,SKF,N/A,Sujanagar,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH350-208698        ,20190618.0,CASH  ,0,PBNSKF,A         ,Regular Discount    ,1.00044,0,3,N/A     ,N/A     ,56229281,2019-06-19 02:18:03.537,,09013
1,SKINV310-290381       ,90000015528,Dina Medical Hall,SKINV310-290381       ,20190618.0,20190618.0,7843    ,1633                    ,ETORIX 60MG TAB 50S                                         ,01    ,1.0,50s       ,262.37,262.37,45.652,0.0,262.37,310036,42647,RN82,RN80,RN,SKF,N/A,Maj Para Sonar More,130,Doctor-Cum Chemist,N/A,0,N/A       ,N/A,SKSH310-295199        ,20190618.0,CASH  ,0,RAJSKF,B         ,-                   ,0.0,0,3,N/A     ,N/A     ,56229282,2019-06-19 02:18:03.537,,08007
1,SKINV310-290381       ,90000015528,Dina Medical Hall,SKINV310-290381       ,20190618.0,20190618.0,7843    ,1634                    ,ETORIX 90MG TAB 40S                                         ,01    ,1.0,40s       ,359.82,359.82,62.609,0.0,359.82,310036,42647,RN82,RN80,RN,SKF,N/A,Maj Para Sonar More,130,Doctor-Cum Chemist,N/A,0,N/A       ,N/A,SKSH310-295199        ,20190618.0,CASH  ,0,RAJSKF,B         ,-                   ,0.0,0,3,N/A     ,N/A     ,56229283,2019-06-19 02:18:03.537,,09006
1,SKINV310-290384       ,31071102739,Koyel Pharmacy,SKINV310-290384       ,20190618.0,20190618.0,7283    ,1783                    ,BILTIN 20MG TAB 20S                                         ,01    ,1.0,20s       ,224.89,224.89,39.13,0.0,224.89,310036,42647,RN82,RN80,RN,SKF,N/A,C.N.G. City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH310-295202        ,20190618.0,CASH  ,0,RAJSKF,A         ,-                   ,0.0,0,3,N/A     ,N/A     ,56229284,2019-06-19 02:18:03.537,,09001
1,SKINV310-290215       ,31071000247,Mia Pharmacy,SKINV310-290215       ,20190618.0,20190618.0,7283    ,1067                    ,ORADIN 10MG TAB 100S                                        ,01    ,2.0,100s      ,299.85,599.7,52.174,74.05,599.7,310036,42645,RN82,RN80,RN,SKF,N/A,C.N.G. City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH310-295027        ,20190618.0,CASH  ,0,RAJSKF,A         ,Flat Rate applied   ,12.34784,0,3,N/A     ,N/A     ,56229286,2019-06-19 02:18:03.537,SC-2017-06-10487,0O801
1,SKINV310-290215       ,31071000247,Mia Pharmacy,SKINV310-290215       ,20190618.0,20190618.0,7283    ,1783                    ,BILTIN 20MG TAB 20S                                         ,01    ,1.0,20s       ,224.89,224.89,39.13,4.5,224.89,310036,42645,RN82,RN80,RN,SKF,N/A,C.N.G. City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH310-295027        ,20190618.0,CASH  ,0,RAJSKF,A         ,Regular Discount    ,2.00098,0,3,N/A     ,N/A     ,56229287,2019-06-19 02:18:03.537,,09001
1,SKINV310-290215       ,31071000247,Mia Pharmacy,SKINV310-290215       ,20190618.0,20190618.0,17293   ,1568                    ,CARDOBIS 2.5 FC TAB 30S                                     ,01    ,1.0,30s       ,134.93,134.93,23.478,2.7,134.93,310036,42645,CCB25,RN80,RN,SKF,N/A,C.N.G. City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH310-295027        ,20190618.0,CASH  ,0,RAJSKF,C         ,Regular Discount    ,2.00104,0,3,N/A     ,N/A     ,56229288,2019-06-19 02:18:03.537,,0O901
1,SKINV310-290215       ,31071000247,Mia Pharmacy,SKINV310-290215       ,20190618.0,20190618.0,17293   ,1687                    ,CARDOPLUS 50MG TAB 40S                                      ,01    ,1.0,40s       ,239.88,239.88,41.74,4.8,239.88,310036,42645,CCB25,RN80,RN,SKF,N/A,C.N.G. City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH310-295027        ,20190618.0,CASH  ,0,RAJSKF,C         ,Regular Discount    ,2.001,0,3,N/A     ,N/A     ,56229289,2019-06-19 02:18:03.537,,09003
1,SKINV310-290215       ,31071000247,Mia Pharmacy,SKINV310-290215       ,20190618.0,20190618.0,17293   ,1591                    ,DEXTOR T OPT SUS 5ML                                        ,01    ,2.0,1s        ,112.44,224.88,19.565,4.5,224.88,310036,42645,CCB25,RN80,RN,SKF,N/A,C.N.G. City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH310-295027        ,20190618.0,CASH  ,0,RAJSKF,C         ,Regular Discount    ,2.00107,0,3,N/A     ,N/A     ,56229290,2019-06-19 02:18:03.537,,09001
1,SKINV310-290215       ,31071000247,Mia Pharmacy,SKINV310-290215       ,20190618.0,20190618.0,7283    ,1563                    ,DUMAX 30MG TAB 8S                                           ,01    ,1.0,8s        ,179.91,179.91,31.304,3.6,179.91,310036,42645,RN82,RN80,RN,SKF,N/A,C.N.G. City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH310-295027        ,20190618.0,CASH  ,0,RAJSKF,A         ,Regular Discount    ,2.001,0,3,N/A     ,N/A     ,56229291,2019-06-19 02:18:03.537,,09002
1,SKINV310-290215       ,31071000247,Mia Pharmacy,SKINV310-290215       ,20190618.0,20190618.0,17293   ,1263                    ,EDENIL 40MG TAB 30S                                         ,01    ,1.0,30s       ,224.89,224.89,39.13,4.5,224.89,310036,42645,CCB25,RN80,RN,SKF,N/A,C.N.G. City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH310-295027        ,20190618.0,CASH  ,0,RAJSKF,C         ,Regular Discount    ,2.00098,0,3,N/A     ,N/A     ,56229292,2019-06-19 02:18:03.537,,09001
1,SKINV310-290215       ,31071000247,Mia Pharmacy,SKINV310-290215       ,20190618.0,20190618.0,7843    ,1469                    ,ESORAL 40MG CAP 30S                                         ,01    ,1.0,30s       ,224.89,224.89,39.13,4.5,224.89,310036,42645,RN82,RN80,RN,SKF,N/A,C.N.G. City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH310-295027        ,20190618.0,CASH  ,0,RAJSKF,B         ,Regular Discount    ,2.00098,0,3,N/A     ,N/A     ,56229293,2019-06-19 02:18:03.537,,09005
1,SKINV310-290215       ,31071000247,Mia Pharmacy,SKINV310-290215       ,20190618.0,20190618.0,7283    ,1116                    ,FACID 15GM CREAM                                            ,01    ,3.0,15gm      ,67.47,202.41,11.74,4.05,202.41,310036,42645,RN82,RN80,RN,SKF,N/A,C.N.G. City,110,Retailer-Ex. HQ,N/A,0,N/A       ,N/A,SKSH310-295027        ,20190618.0,CASH  ,0,RAJSKF,A         ,Regular Discount    ,2.00089,0,3,N/A     ,N/A     ,56229294,2019-06-19 02:18:03.537,,09004
1,SKINV115-413600       ,12010146831,Alifa Pharmacy,SKINV115-413600       ,20190619.0,20190619.0,12000   ,1662                    ,ISOBGUL SACHET 20S                                          ,01    ,1.0,20s       ,119.94,119.94,20.87,1.2,119.94,12074,42494,DM52,DM50,DM,SKF,N/A,Mirpur 12,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH115-413598        ,20190618.0,CASH  ,0,MIRSKF,A         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56361946,2019-06-20 09:36:19.880,,09002
1,SKINV115-413600       ,12010146831,Alifa Pharmacy,SKINV115-413600       ,20190619.0,20190619.0,15766   ,1666                    ,LIPICON 10MG TAB 50S                                        ,01    ,1.0,50s       ,374.82,374.82,65.22,3.75,374.82,12074,42494,CCN21,DM50,DM,SKF,N/A,Mirpur 12,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH115-413598        ,20190618.0,CASH  ,0,MIRSKF,C         ,Regular Discount    ,1.00048,0,3,N/A     ,N/A     ,56361947,2019-06-20 09:36:19.880,,09010
1,SKINV115-413600       ,12010146831,Alifa Pharmacy,SKINV115-413600       ,20190619.0,20190619.0,1629    ,1219                    ,OSTOCAL D TAB 500MG 30S                                     ,01    ,1.0,30s       ,157.42,157.42,27.39,1.57,157.42,12074,42494,DM52,DM50,DM,SKF,N/A,Mirpur 12,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH115-413598        ,20190618.0,CASH  ,0,MIRSKF,B         ,Regular Discount    ,0.99733,0,3,N/A     ,N/A     ,56361948,2019-06-20 09:36:19.880,,09058
1,SKINV115-413600       ,12010146831,Alifa Pharmacy,SKINV115-413600       ,20190619.0,20190619.0,1629    ,1072                    ,OSTOCAL TAB 500MG 100S                                      ,01    ,1.0,100s      ,299.85,299.85,52.174,3.0,299.85,12074,42494,DM52,DM50,DM,SKF,N/A,Mirpur 12,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH115-413598        ,20190618.0,CASH  ,0,MIRSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56361949,2019-06-20 09:36:19.880,,09011
1,SKINV115-413600       ,12010146831,Alifa Pharmacy,SKINV115-413600       ,20190619.0,20190619.0,12000   ,1345                    ,SOLBION TAB 50S                                             ,01    ,1.0,50s       ,299.85,299.85,52.17,3.0,299.85,12074,42494,DM52,DM50,DM,SKF,N/A,Mirpur 12,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH115-413598        ,20190618.0,CASH  ,0,MIRSKF,A         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56361950,2019-06-20 09:36:19.880,,09010
1,SKINV115-413600       ,12010146831,Alifa Pharmacy,SKINV115-413600       ,20190619.0,20190619.0,1629    ,1505                    ,STIBA 10MG TAB 30S                                          ,01    ,1.0,30s       ,179.91,179.91,31.3,1.8,179.91,12074,42494,DM52,DM50,DM,SKF,N/A,Mirpur 12,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH115-413598        ,20190618.0,CASH  ,0,MIRSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56361951,2019-06-20 09:36:19.880,,09001
1,SKINV115-413600       ,12010146831,Alifa Pharmacy,SKINV115-413600       ,20190619.0,20190619.0,1629    ,1746                    ,TOJAK 5MG TAB 10S                                           ,01    ,1.0,10s       ,359.82,359.82,62.61,3.6,359.82,12074,42494,DM52,DM50,DM,SKF,N/A,Mirpur 12,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH115-413598        ,20190618.0,CASH  ,0,MIRSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56361952,2019-06-20 09:36:19.880,,09001
1,SKINV115-413600       ,12010146831,Alifa Pharmacy,SKINV115-413600       ,20190619.0,20190619.0,12000   ,1595                    ,UROKIT PLUS ORAL SOL 200ML                                  ,01    ,1.0,200ml     ,149.93,149.93,26.088,1.5,149.93,12074,42494,DM52,DM50,DM,SKF,N/A,Mirpur 12,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH115-413598        ,20190618.0,CASH  ,0,MIRSKF,A         ,Regular Discount    ,1.00047,0,3,N/A     ,N/A     ,56361953,2019-06-20 09:36:19.880,,09015
1,SKINV115-413600       ,12010146831,Alifa Pharmacy,SKINV115-413600       ,20190619.0,20190619.0,1629    ,1620                    ,VALENTY 20MG TAB 4S                                         ,01    ,1.0,4s        ,179.91,179.91,31.304,1.8,179.91,12074,42494,DM52,DM50,DM,SKF,N/A,Mirpur 12,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH115-413598        ,20190618.0,CASH  ,0,MIRSKF,B         ,Regular Discount    ,1.0005,0,3,N/A     ,N/A     ,56361954,2019-06-20 09:36:19.880,,09004
1,SKINV115-413602       ,12010124270,Al Rafi Medical Centre,SKINV115-413602       ,20190619.0,20190619.0,1629    ,1778                    ,VITOCAL D EFFERVESCENT TAB 10S                              ,01    ,1.0,10s       ,112.44,112.44,19.57,0.0,112.44,12074,42494,DM52,DM50,DM,SKF,N/A,Rupnagar,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH115-413600        ,20190618.0,CASH  ,0,MIRSKF,B         ,-                   ,0.0,0,3,N/A     ,N/A     ,56361955,2019-06-20 09:36:19.880,,09030
1,SKINV110-666026       ,11013141458,Islam Medical Hall,SKINV110-666026       ,20190619.0,20190619.0,16652   ,1508                    ,MILAM 7.5MG TAB 40S                                         ,01    ,1.0,40s       ,299.85,299.85,52.174,0.0,299.85,110068,42494,DS12,DS10,DS,SKF,N/A,Jatrabari,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-910194        ,20190619.0,CASH  ,0,MOTSKF,B         ,-                   ,0.0,0,3,N/A     ,N/A     ,56361956,2019-06-20 09:36:19.880,,09017
1,SKINV110-666026       ,11013141458,Islam Medical Hall,SKINV110-666026       ,20190619.0,20190619.0,12563   ,1646                    ,OSTOCAL G TAB 40S                                           ,01    ,1.0,40s       ,299.85,299.85,52.174,0.0,299.85,110068,42494,DS12,DS10,DS,SKF,N/A,Jatrabari,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-910194        ,20190619.0,CASH  ,0,MOTSKF,A         ,-                   ,0.0,0,3,N/A     ,N/A     ,56361957,2019-06-20 09:36:19.880,,09021
1,SKINV110-666137       ,11013136057,Medicine Corner,SKINV110-666137       ,20190619.0,20190619.0,7650    ,1039                    ,ALBEN DS TAB 100S                                           ,01    ,1.0,100s      ,374.81,374.81,65.217,3.75,374.81,110110,42494,DS23,DS20,DS,SKF,N/A,Bashabo,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-910305        ,20190619.0,CASH  ,0,MOTSKF,B         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,56361958,2019-06-20 09:36:19.880,,09060
1,SKINV110-666137       ,11013136057,Medicine Corner,SKINV110-666137       ,20190619.0,20190619.0,7650    ,1337                    ,NORIUM 10MG TAB 60S                                         ,01    ,1.0,60s       ,224.89,224.89,39.131,2.25,224.89,110110,42494,DS23,DS20,DS,SKF,N/A,Bashabo,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-910305        ,20190619.0,CASH  ,0,MOTSKF,B         ,Regular Discount    ,1.00049,0,3,N/A     ,N/A     ,56361959,2019-06-20 09:36:19.880,,09005
1,SKINV110-666137       ,11013136057,Medicine Corner,SKINV110-666137       ,20190619.0,20190619.0,7650    ,1170                    ,NORIUM 5MG TAB 100S                                         ,01    ,1.0,100s      ,262.37,262.37,45.652,2.62,262.37,110110,42494,DS23,DS20,DS,SKF,N/A,Bashabo,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-910305        ,20190619.0,CASH  ,0,MOTSKF,B         ,Regular Discount    ,0.99859,0,3,N/A     ,N/A     ,56361960,2019-06-20 09:36:19.880,,09004
1,SKINV110-666137       ,11013136057,Medicine Corner,SKINV110-666137       ,20190619.0,20190619.0,7650    ,1219                    ,OSTOCAL D TAB 500MG 30S                                     ,01    ,2.0,30s       ,157.42,314.84,27.39,3.15,314.84,110110,42494,DS23,DS20,DS,SKF,N/A,Bashabo,105,Retailer-HQ,N/A,0,N/A       ,N/A,SKSH110-910305        ,20190619.0,CASH  ,0,MOTSKF,B         ,Regular Discount    ,1.00051,0,3,N/A     ,N/A     ,56361961,2019-06-20 09:36:19.880,,09059
1,SKINV340-311505       ,90000001370,Udoy Pharmacy,SKINV340-311505       ,20190619.0,20190619.0,15304   ,1717                    ,DEXPOTEN PLUS 100ML SYRUP                                   ,01    ,4.0,100ml     ,74.96,299.84,13.04,3.0,299.84,34059,42647,DT63,DT60,DT,SKF,N/A,Daudpur Dt62B,130,Doctor-Cum Chemist,N/A,0,N/A       ,N/A,SKSH340-493596        ,20190619.0,CREDIT,0,DNJSKF,Z         ,Regular Discount    ,1.00053,0,3,N/A     ,N/A     ,56405187,2019-06-20 09:36:19.880,,09058
